08-21 11:46:16.621 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:16.621, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:46:21.552 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:21.551, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
08-21 11:46:26.458 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:26.458, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:46:31.379 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:31.379, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:46:36.231 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:36.230, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:46:41.195 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:41.195, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:46:46.130 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:46.129, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:46:51.084 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:51.083, Living Map - WiFi A (5GHz), 3497f601b7ac, -49
08-21 11:46:56.011 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:46:56.010, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:47:00.912 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:00.911, Living Map - WiFi A (5GHz), 3497f601b7ac, -52
    WIFI OUTPUT: 2018-08-21T11:47:05.895, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:47:10.903 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:10.902, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:47:15.860 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:15.859, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
08-21 11:47:20.795 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:20.794, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:47:25.688 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:25.687, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:47:30.550 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:30.549, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:47:35.422 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:35.422, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:47:40.294 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:40.293, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:47:45.256 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:45.255, Living Map - WiFi A (5GHz), 3497f601b7ac, -51
08-21 11:47:50.190 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:50.189, Living Map - WiFi A (5GHz), 3497f601b7ac, -49
08-21 11:47:55.079 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:55.078, Living Map - WiFi A (5GHz), 3497f601b7ac, -50
08-21 11:47:59.994 8605-8605/com.livingmap.livingmapsdk D/WifiLocationProvider: WIFI OUTPUT: 2018-08-21T11:47:59.993, Living Map - WiFi A (5GHz), 3497f601b7ac, -53
    WIFI OUTPUT: 2018-08-21T11:48:04.872, Living Map - WiFi A (5GHz), 3497f601b7ac, -54
